text,user,created_at
RT @example: Posted this on insta a few weeks ago. Just leaving this here for general good vibes. Spread the love. It’s easy to be nice 💙 h…,example,2021-03-11 11:25:43+00:00
@TomsTeamTalk 🤝💙,example,2021-03-11 11:25:35+00:00
@DeanMacey Cheers man. Hope you’re all good,example,2021-03-11 11:25:22+00:00
@iamcoxhead Hope you’re well brother xx,example,2021-03-11 11:25:00+00:00
Posted this on insta a few weeks ago. Just leaving this here for general good vibes. Spread the love. It’s easy to be nice 💙 https://t.co/19ILHgdhZc,example,2021-03-11 10:21:31+00:00
RT @idoliseidiots: cant wait for the last part of this tweet to be cherryfender,example,2021-03-11 10:21:15+00:00
RT @TommyLeck10: Tuuuuune,example,2021-03-11 10:20:51+00:00
RT @SuperRusSaiyan: Gotta say @example tracks are the only thing keeping me going rn,example,2021-03-10 08:38:49+00:00
Lads on tour 💎💎💎 https://t.co/k2kezI0rJH,example,2021-03-09 12:02:19+00:00
@ExampleFan5 Tweet me,example,2021-03-09 11:31:52+00:00
"RT @DJSKT: I did a quick breakdown of my new track with @example 🔥

Let me know if u guys are feeling &amp; I’ll do some more in depth vids too…",example,2021-03-09 11:31:43+00:00
Maybe festivals... if they happen. U.K. &amp; Ireland tour is held for start of 2022 💙🙏 https://t.co/qfxv3U1FCr,example,2021-03-09 11:24:18+00:00
"Thanks to Radio 1 &amp; Kiss Fm for the spins. Thanks to the 100,000 streamers. The Official video is out Friday ... #NewBanger https://t.co/fOwxDojs6Z",example,2021-03-09 09:25:28+00:00
One year ago today ... final date of my sold out tour. Miss these times so much but we’ll all be back there soon enough 💙🙏 https://t.co/WYxGo1H7eu,example,2021-03-07 13:46:32+00:00
Best film I’ve seen this year so far. Absolutely stunning. Funniest Disney film since the original Aladdin. Believe the hype https://t.co/Fd8R96qwmJ,example,2021-03-07 08:42:05+00:00
Much appreciated. Everyone downloading and streaming the new single https://t.co/l72FhkRAul,example,2021-03-07 08:41:03+00:00
"RT @DJSKT: ⚠️ RELEASE DAY 🥳

Buzzing my new tune LOVE DON’T FADE with @example is OUT NOW 🙌

🎵 Listen here: https://t.co/Hk1zqGQdeW

THANK…",example,2021-03-05 13:55:27+00:00
RT @AdamLUFCHenshaw: @example @DJSKT BANGER!!!!!! Smashed it 🎶 https://t.co/dWGkZsoBLW,example,2021-03-05 10:05:08+00:00
Needed a break. Thank you for the 🤪🤪 faces https://t.co/JbAHejqdLH,example,2021-03-05 10:05:01+00:00
"My new banger ‘Love Don’t Fade’ with @DJSKT is OUT NOW everywhere 

https://t.co/xWwKrDWpKl https://t.co/0eDBQVYmvd",example,2021-03-05 07:11:33+00:00
@HarryShotta One of my all time favs !!! Learnt it word for word in a day. That Master P version is proper leave it though,example,2020-07-26 10:20:39+00:00
‘The New Mutants’ Comic-Con@Home full cast chat ... skip to 24mins to see the opening scene 👀👀👀 https://t.co/Tb1gpoa0Ev,example,2020-07-26 10:19:56+00:00
@BLive Bro I wish i could do that right now lol,example,2020-07-26 09:50:42+00:00
Parasite. Parasite. And Parasite https://t.co/C69dBKoD8q,example,2020-07-26 09:12:09+00:00
@JamieEcfc Since I’ve moved to Aus I’d say Milo is probably the new top boy,example,2020-07-26 09:10:45+00:00
@JonMuru 🤷🏻‍♂️🤷🏻‍♂️,example,2020-07-26 09:06:19+00:00
But she’s eating little tiny human-mermaid hybrids on the daily ... 🤮🤣🤣 https://t.co/OUUE9Ojcyx,example,2020-07-26 09:06:10+00:00
@FunkButcher 🤣🤣🤣🤣 you need it more than most,example,2020-07-26 08:48:26+00:00
🤣🤣🤣🤣🤣 this ... https://t.co/xOubVse6Ez,example,2020-07-26 08:48:08+00:00
The best medicine 💙 https://t.co/gvtNUbQmQz,example,2020-07-26 07:11:16+00:00
@Drew_Ba Yeh good shout,example,2020-07-26 06:11:05+00:00
@Naphesa_ 🤝😘 hope ur well love x,example,2020-07-26 05:25:50+00:00
Frozen 2 is still DEAD but ‘Some Things Never Change’ is a bit of a banger init,example,2020-07-26 05:25:01+00:00
@jesshavingfun_ In the lyrics of course. But never on social media which is what I was referring to,example,2020-07-26 05:12:45+00:00
RT @FunkButcher: So to reiterate I am in agreement with @example because we don’t just talk up sometimes we talk ALL of the time for the im…,example,2020-07-25 22:53:15+00:00
@FunkButcher I get you 🤝,example,2020-07-25 22:45:18+00:00
@tobikyere @Uwnayna Nah I’ve fully read up on it now and it’s horrendous some of those screengrabs,example,2020-07-25 21:33:57+00:00
@JayDot90 Yeh fair shout actually,example,2020-07-25 20:56:42+00:00
https://t.co/WClEoSK2h0,example,2020-07-25 20:36:19+00:00
"RT @Scroobiuspipyo: Fuck anyone and everyone expressing antisemetic views.

And fuck anyone and everyone not expressing them but secretly t…",example,2020-07-25 11:24:30+00:00
RT @GorgonCity: . @Twitter all hate speech and racism shouldn’t be allowed to remain on your platform. Fix it.,example,2020-07-25 11:22:36+00:00
RT @TherealNihal: It feels really lonely when you face prejudice and people don't stand alongside you and you feel that as a person of colo…,example,2020-07-25 11:22:30+00:00
@DespaRobinson 🤪🤪🤪,example,2020-07-25 11:18:16+00:00
@Vulavox 😘🖤🤝,example,2020-07-25 11:13:23+00:00
@Vulavox V. You and me both. I’m baffled 🤯 Hope ur well sis x,example,2020-07-25 11:04:02+00:00
@ElliottCoulton @WileyCEO @MarkRonson Well I’m not Jewish but obviously it’s still fuckin disgustingly racist and horrible to see,example,2020-07-25 10:18:19+00:00
@chrisblueprint @Lewis90A Exactly mate,example,2020-07-25 10:17:21+00:00
Loads of you were asking about this one. This and every other show in my calendar is - surprise surprise - CANCELLED or POSTPONED https://t.co/MSKrlc6Ak8,example,2020-07-24 20:35:22+00:00
"RT @iamlouislaroche: Harder, Woman, Faster, Camera https://t.co/W5sS66roVO",example,2020-07-24 03:10:37+00:00
@FunkButcher 🤣🤣🤝🤝,example,2020-07-23 08:54:22+00:00
@DreamMclean Disney+ bro. The eldest just scrolls and selects. I woke up to that film as well this morn 😩,example,2020-07-22 23:23:20+00:00
@I_Skream This makes me so happy,example,2020-07-22 23:21:50+00:00
@MaverickSabre You two together in a room is a lovely thought,example,2020-07-22 13:14:12+00:00
@lachy_mckenzie Afraid not. Contractual stuff that I can’t change until I get ownership of the masters back,example,2020-07-22 09:48:41+00:00
@lachy_mckenzie Nah hulk is way worse !,example,2020-07-22 09:26:45+00:00
@bettyswaghetti 🤣🤣🤷🏻‍♂️,example,2020-07-22 04:16:50+00:00
My kids favourite Marvel film is The Incredible Hulk 😩😩😩 FML,example,2020-07-22 04:07:18+00:00
@debatemusicuk Best to use a tv. Laptops also good,example,2020-07-21 23:35:03+00:00
@anto365247 Haha. True,example,2020-07-21 23:34:50+00:00
@KaneScott88 Saw Palm Springs. Also great,example,2020-07-21 23:34:40+00:00
"What am I promoting ? If it’s anti-racism, my love for my wife or NutriBullets then I’m keen ... https://t.co/uoHMahacPe",example,2020-07-21 10:34:00+00:00
@RyanKilleen All of Abel Ferrara’s work?,example,2020-07-21 10:16:17+00:00
@RyanKilleen I’ve seen all of them mate,example,2020-07-21 09:44:24+00:00
@DJYodaUK Wondering now if this is the one and only role Pete Davidson is meant to play (like Eminem 8 Mile) or he’s gonna go on to establish himself in a variety of roles 🤷🏻‍♂️ (also how good is Bill Burr !),example,2020-07-21 09:12:57+00:00
@RyanKilleen Yeh his first appearance was a bit wonky but then he got better,example,2020-07-21 09:02:34+00:00
‘The King Of Staten Island’ - who’s seen it ? Hard to fault this film. Original story. Believable characters. Amazing script. Acting superb. All the feels from this one. Popcorn rating in the high 80’s/low 90’s. (Need to watch again cos I’d polished a bottle of red ☺️),example,2020-07-21 08:54:48+00:00
@GenesisElijah Yeh that one was well watchable,example,2020-07-21 08:51:52+00:00
@mjcole Well happy for you Matt. What a career you’ve had ... 🏆,example,2020-07-21 08:50:17+00:00
This landed in my DM’s yesterday on insta. Nice reminder of the time I (sort of) featured on @chaseandstatus debut album - 10 years ago ! I was still doing a lot of voiceovers at the time ☺️ https://t.co/gCBY263ynU,example,2020-07-21 06:32:16+00:00
@HarryShotta Lol. Unlike you to like a mad flow 🤣🤣🤣,example,2020-07-20 23:10:14+00:00
@HarryShotta Okay okay I hear you. It does float about nicely. It does get better with each listen to be fair,example,2020-07-20 23:07:00+00:00
@HarryShotta Yeh that last section is sick but he’s out of time for most of it. Pockets are fucked in places but it’s jarring,example,2020-07-20 22:58:14+00:00
@FunkButcher Yeh he’s a fuckwit. (Still okay to listen to his old albums right ? 🙏),example,2020-07-20 03:03:04+00:00
@TaffyRussell Wow that’s a long time ago ! Pirate FM is a uk garage throwback,example,2020-07-19 22:19:08+00:00
@TaffyRussell Okay... I mean ones an electronic mixtape and the others a hip hop album. But as long as you like it that’s the main thing,example,2020-07-19 22:13:53+00:00
Revision ! Revision ! Revision ! Stay in school kids 🤝 https://t.co/GImteKS5la,example,2020-07-19 11:07:23+00:00
@FunkButcher Is this one of your own quotes ?? 🤝🏆,example,2020-07-18 09:44:17+00:00
@thugclive 🤣🤣🤝🤝,example,2020-07-18 09:34:48+00:00
@dawkinscov1980 My wife’s been loving that filter recently as well. I look lovely under it 🤣🏆,example,2020-07-18 09:34:22+00:00
RT @Erin_McNaught: Winter picnicking.☀️❄️@example @ Victoria Park Bar &amp; Bistro https://t.co/xtlPVRJ4tS,example,2020-07-18 08:28:47+00:00
An overlooked classic... 😉 https://t.co/eZaZPt7lvC,example,2020-07-17 13:13:13+00:00
🤣🤣🤣🤣🤣🤣 https://t.co/aCWESqYSTd,example,2020-07-17 07:33:38+00:00
Sick tunes lads @skepsismusic_uk @SlickDon https://t.co/OflZK7b5uM,example,2020-07-17 03:18:37+00:00
Much appreciated xx https://t.co/fBvplRaSvW,example,2020-07-16 19:39:17+00:00
@Chris_Stark Incredible stuff mate. Buzzing for you guys,example,2020-07-16 09:20:14+00:00
@ScouseJesus I saw it at the cinema in 2007. The director went on to make The Impossible (about the tsunami) and Jurassic World: Fallen Kingdom,example,2020-07-15 21:48:43+00:00
"RT @ministryofsound: MINISTRY VAULTS 🔓 is back today with an official HD remaster of @example's 'Changed The Way You Kiss Me' 💥⁠ 

Taking u…",example,2020-07-15 10:04:12+00:00
@GenesisElijah Apple cider vinegar ? Keffir? Just general superfood business ?,example,2020-07-15 10:01:25+00:00
"About to watch this new @jimjefferies on Netflix. Fun fact - I did a few stand up gigs back in the day and Jim helped me refine my routine. I also appeared on an early episode of his podcast (before podcasts were a thing!). We were in Venice Beach, CA and absolutely off our tits",example,2020-07-15 09:54:07+00:00
Fuck me what a superb film 🤯 https://t.co/Q2MyYrmnMK,example,2020-07-15 05:00:56+00:00
RT @example: ‘Some Nights Last For Days’ is OUT NOW. My seventh album. Get involved here: https://t.co/shuW7MMUKo https://t.co/PokyqYwrlE,example,2020-07-15 04:50:47+00:00
How is this nearly 10 years old #MinistryVaults https://t.co/dKnm5vElX3,example,2020-07-15 04:43:20+00:00
I wasn’t avoiding ‘Doctor Sleep’. I just somehow didn’t find the time or right moment for it. About to watch ... BUZZING,example,2020-07-14 09:47:14+00:00
Can’t I’m afraid. Was a very limited run https://t.co/plTk5e6kha,example,2020-07-14 08:47:49+00:00
Thank you to everyone still loving my latest album 💙 https://t.co/A5mHrQr2hq,example,2020-07-14 07:37:26+00:00
@JoanneIsherwood @LukeS1991 @matty_benson @_DHOTYA How are you guys ? Any better.  X,example,2020-07-12 23:46:57+00:00
@RH4MH 💙🤝,example,2020-07-12 02:43:19+00:00
@JoanneIsherwood ‼️‼️‼️‼️,example,2020-07-12 02:43:07+00:00
@DanDan12S You are forgiven 🤣,example,2020-07-10 09:52:34+00:00
@_TheManor Any culture,example,2020-07-10 09:52:13+00:00
@DanDan12S Superkings. Sue Perkins,example,2020-07-10 09:51:45+00:00
Best meme of all time ? Easily top 7 https://t.co/dpo32MHdil,example,2020-07-10 09:48:51+00:00
@ShapesHQ @skepsismusic_uk 🤝,example,2020-07-10 08:49:29+00:00
@dawkinscov1980 @Reebok @Tom_Grennan @ReebokClassics @Coventry_City You’d be the mayor of Coventry in those. All good here thanks mate. Love to the fam x,example,2020-07-10 08:49:17+00:00
@dawkinscov1980 @Reebok @Tom_Grennan @ReebokClassics @Coventry_City Oooft,example,2020-07-10 08:34:14+00:00
@munyachawawa How do you just keep getting better and better and better-er 🤣🤣🤣🤯🤯,example,2020-07-10 07:47:47+00:00
@skepsismusic_uk @ShapesHQ Need a vocal ?? 😉,example,2020-07-10 07:42:13+00:00
"RT @joshweller: Richard Blackwood: ‘we’ve got Backstreet Boys, TLC, who do you admire out of the new groups?’

Nina Simone: ‘.....I don’t.’…",example,2020-07-10 07:41:52+00:00
@jamaledwards 🤣🤣🤣🤝,example,2020-07-10 07:41:10+00:00
@SGLewis_ Well enjoy this one too: “hope you had a lovely birthday you lovely man”,example,2020-07-10 05:21:45+00:00
@TherealNihal Hopefully the mangoes leave after brexit 🤣,example,2020-07-09 10:49:52+00:00
@TherealNihal Fuckin Mangoes !! 🤣🤣🤣 (I actually need to google this. Have no idea what’s going on),example,2020-07-09 10:13:21+00:00
Season 2 of ‘The Boys’ looks outstanding. Can’t wait https://t.co/DDoEV8JzAO,example,2020-07-09 10:02:13+00:00
RT @GayathryG: These racists getting angry that Stormzy helped paint a black child's room all seem to forget they had a whole show dedicate…,example,2020-07-09 09:54:34+00:00
@Jauzofficial Love your wallpaper,example,2020-07-09 08:54:20+00:00
It’s such a good album it doesn’t fit 🤣🤣🤣🤣 https://t.co/wtnR8MqO4q,example,2020-07-08 08:28:22+00:00
I tweeted about this last week. ESSENTIAL viewing for everyone in music. Highly recommended for anyone else https://t.co/sPkPMi5XxA,example,2020-07-08 08:28:01+00:00
@Plastician @jamaledwards @SBTVonline Kinder Beuno is the devils work,example,2020-07-08 07:31:34+00:00
@munyachawawa “You look like a Tyrone” 🤣🤣🤣🤣🤣🤣😭😭😭😭😭😭,example,2020-07-08 07:04:48+00:00
RT @lenagalore: this is what you left your house for?😭😭😭😭,example,2020-07-08 05:00:58+00:00
@JAGSKILLS 🤯🤯,example,2020-07-07 05:24:44+00:00
@MoTheComedian “Mo? Yeh he’s always up at 4am doing those funny accents he does”,example,2020-07-07 03:07:04+00:00
@MoTheComedian Bro do you ever sleep ? You’re the only UK person always up at silly o’clock when it’s middle of the day in Aus 🤣🤣,example,2020-07-07 02:14:26+00:00
@CBLonergan @Mc_Humphrey Rogue One is my fav Star Wars film,example,2020-07-07 02:13:46+00:00
@Sngello 8 had its moments. Was a very grown up film and lacked humour,example,2020-07-07 02:13:03+00:00
@fritzromanov It’s not yet. On demand only,example,2020-07-07 02:12:17+00:00
@djgrantrichards Yeh I knew that but only cos I’ve followed her rise as a stunt coordinator for the last 10 years. Cos I’m weird like that lol,example,2020-07-07 02:12:05+00:00
@TherealNihal 🤣🤣🤣🤣🤷🏻‍♂️🤷🏻‍♂️🤷🏻‍♂️🤷🏻‍♂️,example,2020-07-06 10:46:02+00:00
@snowydanger My tv,example,2020-07-06 10:45:08+00:00
@TommyA_ManEvans Not yet. I downloaded it. They’ll add it on plus soon I’m sure,example,2020-07-06 10:44:59+00:00
@GenesisElijah 🤝🤝,example,2020-07-06 10:19:07+00:00
@Zorthos1 Yeh but you can pick holes in all the original trilogy films. It’s just a spectacle. Enjoy it,example,2020-07-06 10:17:33+00:00
‘The Skywalker Legacy’ might be the best film documentary I’ve seen in years. Especially the John Williams section. Still don’t understand the hatred episode 9 got 🤷🏻‍♂️🤷🏻‍♂️🤷🏻‍♂️,example,2020-07-06 10:09:19+00:00
@MatchettTrudy ‼️‼️,example,2020-07-06 09:27:20+00:00
@BigUn1t It’s 7pm here but yeh I agree,example,2020-07-06 09:09:08+00:00
"Was trying to type how I feel about Ennio Morricone’s death - you know,  the guy I named my youngest after - EW has summed it up perfectly here ... https://t.co/PUlRyIOLaV",example,2020-07-06 08:55:17+00:00
Wife just made me Nutella on toast. First time I’ve had it in about 10 years. Time to renew our wedding vows,example,2020-07-06 08:53:27+00:00
If anyone’s got the time to reply to Johny then be my guest. I’ve tried once but he’s getting stupider by the tweet https://t.co/Dvc9PSVmLY,example,2020-07-06 07:44:15+00:00
"You’re either stupid, racist or don’t know any black people. Maybe you’re all 3 🤷🏻‍♂️ https://t.co/Qwo0pSylfj",example,2020-07-06 04:48:09+00:00
@mjcole Ooooh. Limited edition mini yellows,example,2020-07-06 03:51:56+00:00
@LiamSymo @markygooner Agreed. But we can’t avoid peaceful protests. The movement is too important right now - virus or no virus,example,2020-07-06 02:16:20+00:00
@TrolleySnatcha @BillyNellisV2 🤣🤝,example,2020-07-05 23:40:49+00:00
The difference ? Black people having equal opportunities is essential. Getting drunk in a huge crowd isn’t https://t.co/EmirM9Xmkd,example,2020-07-05 22:49:34+00:00
@BillySecurity1 Yeh I saw that 🤣🤣🤣,example,2020-07-05 22:48:03+00:00
Well done guys #DyingForAPint https://t.co/q54H6ssUJp,example,2020-07-05 09:55:24+00:00
@BradleyyParker @ambergortxx Yeh of course. HBD x,example,2020-07-05 09:29:54+00:00
‘Abominable’ - that slipped under my radar. What a beautiful film. Like the best elements of ‘Big Hero 6’ and ‘Up’ but completely its own thing. ‘Spider-Verse’ and this have completely raised the levels to give Pixar proper competition,example,2020-07-05 08:41:20+00:00
@Jaymeight Afraid not. That’s the whole point of limited edition,example,2020-07-05 07:42:14+00:00
@ady_wells Afraid not,example,2020-07-05 07:41:52+00:00
@Tom_Grennan 🤣🤣🤣🤣🤣🤣🤣 seeya,example,2020-07-04 09:56:59+00:00
RT @joshweller: Make sure after six pints you STAY ALERT,example,2020-07-04 09:37:14+00:00
@edforever 🤣🤣🤣🤣,example,2020-07-04 09:37:06+00:00
@chef_lowry Impossible. Kate Bush’s lawyers may have something to say about it,example,2020-07-04 00:47:15+00:00
Thanks again for lending your beautiful vocal to my album xx https://t.co/er6PtwmkPj,example,2020-07-04 00:45:59+00:00
@KolaBello @willnich Hope you’re well brother x,example,2020-07-03 11:14:44+00:00
Big up Planet FM in NIGERIA spinning a track off my new album 🤪🤪🏆🏆🇳🇬🇳🇬 you do well 😘 https://t.co/21MCKVrrYw,example,2020-07-03 10:00:28+00:00
@willnich @KolaBello So sad,example,2020-07-03 09:00:37+00:00
@StuB53 It’s all illegal samples so no. It’s on my soundcloud,example,2020-07-02 23:18:20+00:00
@sezzzza The day I met my wife,example,2020-07-02 23:18:03+00:00
@patmau5 💙💙,example,2020-07-02 23:16:29+00:00
Really struggling to explain “pigs might fly” to my 5 year old. He’s too sharp for these oldschool phrases 🤯😩,example,2020-07-02 21:37:52+00:00
@GenesisElijah 🤣🤣🤣,example,2020-07-02 09:04:11+00:00
@AshHolden It’s mostly not my music though,example,2020-07-02 09:03:41+00:00
@Jay_mate_Jay What We Almost Made. The 3rd photo,example,2020-07-02 09:03:22+00:00
@JoshKumra Cheers bro. Hope ur well x,example,2020-07-02 09:02:31+00:00
@TomsTeamTalk Love this,example,2020-07-02 08:25:29+00:00
What’s your favourite full length project of mine ? Or your top 3? Go... https://t.co/wccW9SCXSd,example,2020-07-02 08:14:18+00:00
"RT @Wriggy: @TicketmasterUK My last gig was @example at @O2AcademyLeeds. Miss the buzz of that crowd more than anything (sorry mum)

#LetTh…",example,2020-07-02 08:13:32+00:00
@mcstirlin @FunkButcher Exsctly that. Trying my best to make them see they’re being shortsighted on all of this,example,2020-07-02 01:20:53+00:00
@FunkButcher Agreed. I have been messaging high profile friends of mine encouraging them to speak up. Some of them don’t know what to say yet which is fine. Some of them are just flat refusing to get involved cos they think it’s nothing to do with them. Really testing our friendship,example,2020-07-02 00:50:42+00:00
"RT @example: 'Some Nights Last For Days'

The official video for the title track from my new album is up on youtube now: https://t.co/AyPPP…",example,2020-07-02 00:38:11+00:00
RT @GMac1985: Sorry hang on. How good is @example #somenightslastfordays album by the way!! 👏🏼👏🏼👏🏼,example,2020-07-01 21:35:06+00:00
"'Some Nights Last For Days'

The official video for the title track from my new album is up on youtube now: https://t.co/AyPPPO6yh1 

Stream/Download whole album here: https://t.co/shuW7MMUKo https://t.co/o1P06joySf",example,2020-07-01 11:37:46+00:00
@skepsismusic_uk It’s the music you’re making,example,2020-07-01 07:37:03+00:00
@CamelPhat Give someone else a chance yeh 🤣🤣🤣🏆🏆🏆,example,2020-07-01 07:32:45+00:00
That’s me doing my best impersonation of Johnny Cash in the chorus. The other chorus is the same vocal pitched up an octave. The final Chant section is me layering about 15 different voices. So it’s me featuring me featuring me https://t.co/xuEvvplLe7,example,2020-07-01 07:30:56+00:00
A kid in the park just chased a load of pigeons directly into my face. There really is a first time for everything,example,2020-07-01 04:42:21+00:00
RT @TFeekings: Got likes from @example and @Lurpak in the same evening. Both within my top favourite things.,example,2020-07-01 01:31:37+00:00
My 5 year old is obsessed with Juice WRLD 🏆,example,2020-06-30 21:41:46+00:00
It was in Feb/March ?? Do you have a time machine ? Would love to relive it 🤣😘 https://t.co/Evr0USZxl1,example,2020-06-30 21:14:13+00:00
@MissNikkiRice 🤣🤣🤣,example,2020-06-30 21:12:25+00:00
@PhilWarner1985 And photoshop 🤣🤣,example,2020-06-30 21:12:15+00:00
@MHiney29 The weather was to blame though rather than my behaviour,example,2020-06-30 08:46:18+00:00
@IAmChrisRamsey 🤣🤣🤣🤣🤣,example,2020-06-30 08:45:48+00:00
@rorysullyyy1 Doubt they sell em down under,example,2020-06-30 08:45:19+00:00
@Stivler Agreed,example,2020-06-30 08:07:22+00:00
@Bathtileplaster Nah I’m just in great shape and really happy,example,2020-06-30 08:07:15+00:00
Much appreciated https://t.co/JDENmBNRoe,example,2020-06-30 08:06:28+00:00
Frequent exercise. Avoid crisps https://t.co/8wOwZw0W0u,example,2020-06-30 07:18:44+00:00
38 and in the best shape of my life. Thanks to my wife for constantly inspiring me to be better (and not buying crisps) https://t.co/rJX39GjETe,example,2020-06-30 06:38:33+00:00
Not really. Only the ones with no credibility don’t play my tunes 🤣🤣🤣 https://t.co/lcAi5zAmU7,example,2020-06-30 06:34:54+00:00
Did 5 gigs in 48 hours that weekend. Don’t remember much of it sadly. I was an idiot back then. But glad you enjoyed it https://t.co/lZBog2BpU3,example,2020-06-30 06:29:06+00:00
@fLip_uk He’s writing songs for the Jonas Brothers. He’s absolutely smashing life,example,2020-06-30 01:28:22+00:00
@Willy_Frink @LBearimus 🤣🤣🤣🤣🤷🏻‍♂️,example,2020-06-30 01:27:50+00:00
@McauleyN97 You ain’t heard the latest album then,example,2020-06-30 01:25:43+00:00
@ConorMcDPhoto It’s weird to think we’re even the same species as these folk,example,2020-06-29 23:48:37+00:00
"The cd’s were a limited run. We made 1,000 just to cover the costs of making it https://t.co/TkO9lBmNao",example,2020-06-29 23:46:08+00:00
@DavidHepworth1 The future,example,2020-06-29 23:45:37+00:00
@keikobasku7 Best of luck,example,2020-06-29 09:48:17+00:00
Why would someone use twitter to seek attention ??🤷🏻‍♂️🤣🤣🤣 https://t.co/XU5il15cFD,example,2020-06-29 09:45:45+00:00
Probably Kylo https://t.co/3Wl6Y6mwf9,example,2020-06-29 09:41:28+00:00
New phone screensaver of my eye. Send me screengrabs of it as your phone background and you will automatically be entered into a prizedraw to win nothing https://t.co/lHPVQMF4LM,example,2020-06-29 09:39:27+00:00
Those filters have been HOURS of fun today. First day of school holidays 🤯🤯 https://t.co/bnGHAUJL0r,example,2020-06-29 09:13:18+00:00
Probably the song we did that you lost ? 🤣🤣🤣🤣🤣 https://t.co/bJ8GIjAkj8,example,2020-06-29 09:12:10+00:00
50/50 to be honest. I’m a dog person. But we aren’t home enough to warrant having a dog. I like cats but I’m allergic to most https://t.co/g1nEPigW9A,example,2020-06-29 09:11:43+00:00
Hahahaha. Identical clones !! 🤣🤣🤣🤣 https://t.co/M4f6EwG2y0,example,2020-06-29 09:06:16+00:00
Best album I’ve made this year for sure https://t.co/waoCrW1vNh,example,2020-06-29 08:49:25+00:00
"Got married, had kids, moved to Australia, released loads of bangers, still on about 50 gigs a year. Survived COVID. Getting a cat soon. Click the follow button and you’ll never be sad again https://t.co/R8rQKxaOCf",example,2020-06-29 08:49:15+00:00
🤝🤝 https://t.co/aLCSAb1xzr,example,2020-06-29 01:02:14+00:00
RT @GaryLineker: You reap what you tow.,example,2020-06-28 11:46:47+00:00
RT @bosshoggarchie: @example It’s certainly in the top 1,example,2020-06-28 09:54:27+00:00
‘Skyscraper’ might be the most amazing shit action film of all time,example,2020-06-28 09:53:06+00:00
@FunkButcher That type of hat wouldn’t last 5mins on a real speedboat,example,2020-06-28 07:49:39+00:00
@TheVersion Worst film I’ve seen this year I reckon,example,2020-06-27 23:14:54+00:00
@krisfade 😬😬😬,example,2020-06-27 22:13:49+00:00
@DJDaveTreacy 🤔🤔,example,2020-06-27 22:13:39+00:00
@florabynight May have to give it a chance then,example,2020-06-27 09:19:16+00:00
"@FunkButcher Alison’s actual name is “me me Meeee”
🤣🤣🤣🤣",example,2020-06-27 09:10:58+00:00
Scared to watch this Eurovision film. The reviews are DREADFUL 😩 trailer looked alright. Was thinking ‘Blades Of Glory’ sorta levels,example,2020-06-27 08:50:38+00:00
"RT @example: ‘Break The Chains’ 

Example &amp; Rationale @iamrationale 

OUT NOW: https://t.co/shuW7MvjSQ https://t.co/WjsZiN7eh4",example,2020-06-27 08:33:01+00:00
@I_Skream @PeterBjornJohn Can’t wait to hear. Fond memories of when I wrote a song with Bjorn in Stockholm in 2010,example,2020-06-27 08:07:14+00:00
"RT @example: ‘Ain’t One Thing’ 

( Amazing bit of animation from my old pal @RusherReturns )

Stream the whole album now here: https://t.co…",example,2020-06-27 06:47:07+00:00
"RT @example: ‘Chronicles’ feat @NJeanMartine 

Taken from my seventh album - OUT NOW: https://t.co/shuW7MvjSQ

YouTube: https://t.co/wd7WyL…",example,2020-06-27 03:52:28+00:00
I’m afraid this is completely normal https://t.co/k2zj0GpG8j,example,2020-06-26 22:00:24+00:00
🤝🤝🤝 https://t.co/Vl4tZF0F37,example,2020-06-25 22:53:29+00:00
@dannylmthornton It’s almost identical,example,2020-06-25 07:56:54+00:00
To all the legendary characters who recommended me this sauce the other week. You guys deserve a knighthood. And a statue in your honour https://t.co/nJtYkEqWpw,example,2020-06-25 06:54:02+00:00
@BLive Correct 🤝,example,2020-06-24 08:01:39+00:00
@gregjames 1996 🤣🤣🤣🤣🤣🤣🤣,example,2020-06-23 22:59:22+00:00
@stephseager Thanks to you 😉,example,2020-06-23 13:26:19+00:00
MONSTA BEEF SALAD https://t.co/bgMRGaSnM0,example,2020-06-23 11:49:28+00:00
@mattwillsmusic @ShapesHQ @craigshapes @SwayDasafo Agreed. That’s a classic. So many quotables. But this verse on Eye To Eye - technically. And metaphorically. Storytelling. Very powerful,example,2020-06-23 11:00:11+00:00
Thanks. My mums the same https://t.co/2y17TrnKaa,example,2020-06-23 10:17:01+00:00
One of the all time all times https://t.co/xLm4fxwupc,example,2020-06-23 10:16:45+00:00
"RT @example: ‘Need To Know’ feat @pav4nco 

Taken from my seventh album OUT NOW: https://t.co/shuW7MvjSQ https://t.co/qqhfO1G5kp",example,2020-06-22 11:38:30+00:00
"‘Need To Know’ feat @pav4nco 

Taken from my seventh album OUT NOW: https://t.co/shuW7MvjSQ https://t.co/qqhfO1G5kp",example,2020-06-22 10:08:11+00:00
Albums been out just over a week now. What’s your favourite track(s) ??? https://t.co/pU82d6JBN6,example,2020-06-22 09:38:51+00:00
Apple Music haven’t ever shown me any love 🤷🏻‍♂️🤷🏻‍♂️🤷🏻‍♂️ https://t.co/7It2zvwNx0,example,2020-06-22 08:32:23+00:00
@Handy_Andy96 @DJYodaUK It’s by Kappa Kontrol and it’s about 2 years old,example,2020-06-22 03:01:23+00:00
